153808112,377259910,15380800,4,,W,TERRACE,CT,,BALLSTON LAKE,NY,12019,12019-1331
153810167,236270108,15381000,8,,,GARDEN,DR,,CLIFTON PARK,NY,12065,12065-4015
153811128,915184354,15381100,239,,,RIVERVIEW,RD,,REXFORD,NY,12148,12148-1642
153812143,801928320,15381200,19,,,TRICE,DR,,CLIFTON PARK,NY,12065,12065-1805
153813417,130740225,15381300,704,,,LONDON SQUARE,DR,,CLIFTON PARK,NY,12065,12065-3750
153815260,949892410,15381500,5,,,LACOSTA,DR,,CLIFTON PARK,NY,12065,12065-1219
153816178,729652823,15381600,18,,,GREEN MEADOW,DR,,CLIFTON PARK,NY,12065,12065-1834
153817102,15381710,15381700,4,,,AVON,CT,,CLIFTON PARK,NY,12065,12065-1745
153818118,930268245,15381800,108,,,GLOUCESTER,ST,,CLIFTON PARK,NY,12065,12065-1665
153820332,637534922,15382000,18,,,TORREY,PNES,,CLIFTON PARK,NY,12065,12065-1139
162002002,829402410,16200200,606,,,WAITE,RD,,CLIFTON PARK,NY,12065,12065-1506
162013050,748902910,16201300,35,,,BLUE JAY,WAY,,REXFORD,NY,12148,12148-1333
158025024,985089317,15802500,1,,,RUSTIC BRIDGE,RD,,REXFORD,NY,12148,12148-1102
157096047,273381610,15709600,16,,,DANBURY,CT,,CLIFTON PARK,NY,12065,12065-8733
157112028,341381610,15711200,3,,,BLUE JAY,WAY,,REXFORD,NY,12148,12148-1333
163029150,484593841,16302900,105,,,VERBECK,LN,,CLIFTON PARK,NY,12065,12065-2740
163049018,452261235,16304900,12,,,STABLEGATE,DR,,CLIFTON PARK,NY,12065,12065-6796
169011116,896120410,16901100,58,,,WALNUT,DR,,CLIFTON PARK,NY,12065,12065-7427
169012104,16901210,16901200,27,,,ACORN,AVE,,CLIFTON PARK,NY,12065,12065-5117
169013110,353751510,16901300,6,,,WILLARD,DR,,CLIFTON PARK,NY,12065,12065-6731
169014340,603834837,16901400,69,,,OLD COACH,RD,,CLIFTON PARK,NY,12065,12065-7629
